insee_code,commune_name,latitude,longitude
24192,Gabillou,45.2048,1.0315
24193,Gageac-et-Rouillac,44.8015,0.3624
24194,Gardonne,44.8293,0.3296
24195,Gaugeac,44.6651,0.8755
24196,Génis,45.331,1.165
24197,Ginestet,44.9064,0.4467
24199,Gout-Rossignol,45.4154,0.4114
24200,Grand-Brassac,45.298,0.4841
24202,Granges-d'Ans,45.2134,1.1164
24205,Grignols,45.0827,0.5359
24206,Grives,44.7632,1.0745
24207,Groléjac,44.8111,1.2947
24208,Grun-Bordas,45.0461,0.6468
24209,Hautefaye,45.5381,0.5063
24210,Hautefort,45.2598,1.1368
24211,Issac,45.0143,0.4506
24212,Issigeac,44.7297,0.6062
24213,Jaure,45.0548,0.5555
24214,Javerlhac-et-la-Chapelle-Saint-Robert,45.5587,0.5533
24215,Jayac,45.0293,1.3518
24216,La Jemaye-Ponteyraud,45.1666,0.2602
24217,Journiac,44.9676,0.8877
24218,Jumilhac-le-Grand,45.5032,1.0874
24220,Lacropte,45.0515,0.8383
24221,Rudeau-Ladosse,45.4936,0.5277
24222,La Force,44.8799,0.358
24223,Lalinde,44.858,0.7442
24224,Lamonzie-Montastruc,44.9004,0.5884
24225,Lamonzie-Saint-Martin,44.8336,0.3856
24226,Lamothe-Montravel,44.8466,0.0094
24227,Lanouaille,45.3789,1.1318
24228,Lanquais,44.816,0.6709
24229,Le Lardin-Saint-Lazare,45.1365,1.2282
24230,Larzac,44.7392,0.9993
24231,Lavalade,44.6952,0.8578
24232,Lavaur,44.6263,1.0224
24234,Les Lèches,44.9798,0.388
24236,Léguillac-de-l'Auche,45.1887,0.5546
24237,Lembras,44.8923,0.5295
24238,Lempzours,45.3556,0.8279
24240,Limeuil,44.8924,0.8967
24241,Limeyrat,45.1659,0.9753
24242,Liorac-sur-Louyre,44.8959,0.641
24243,Lisle,45.2708,0.5571
24244,Lolme,44.7106,0.8444
24245,Loubejac,44.6042,1.0705
24246,Lunas,44.9271,0.3997
24247,Lusignac,45.3245,0.3147
24248,Lussas-et-Nontronneau,45.522,0.5792
24251,Manzac-sur-Vern,45.084,0.5914
24252,Marcillac-Saint-Quentin,44.9532,1.2024
24253,Mareuil en Périgord,45.4476,0.5107
24254,Marnac,44.8328,1.029
24255,Marquay,44.9417,1.1284
24256,Marsac-sur-l'Isle,45.1816,0.6475
24257,Marsalès,44.6997,0.8933
24259,Eyraud-Crempse-Maurens,44.9355,0.4836
24260,Mauzac-et-Grand-Castang,44.8782,0.7755
24261,Mauzens-et-Miremont,44.9901,0.9287
24262,Mayac,45.2788,0.9503
24263,Mazeyrolles,44.6721,0.996
24264,Ménesplet,45.0029,0.1047
24266,Mensignac,45.2197,0.5569
24267,Mescoules,44.7424,0.4246
24268,Meyrals,44.9057,1.0665
24269,Mialet,45.5725,0.9007
24271,Milhac-de-Nontron,45.476,0.7902
24272,Minzac,44.9609,0.033
24273,Molières,44.816,0.824
24274,Monbazillac,44.7946,0.4791
24276,Monestier,44.7774,0.3194
24277,Monfaucon,44.9193,0.2588
24278,Monmadalès,44.7681,0.6164
24279,Monmarvès,44.7049,0.6108
24280,Monpazier,44.6811,0.8938
24281,Monsac,44.778,0.6963
24282,Monsaguel,44.7397,0.573
24284,Montagnac-d'Auberoche,45.1875,0.9566
24285,Montagnac-la-Crempse,44.9797,0.5382
24286,Montagrier,45.2731,0.4857
24287,Montaut,44.7505,0.647
24288,Montazeau,44.9015,0.1299
24289,Montcaret,44.8656,0.0686
24290,Montferrand-du-Périgord,44.7563,0.8738
24291,Montignac-Lascaux,45.0644,1.1589
24292,Montpeyroux,44.9155,0.0651
24293,Monplaisant,44.7896,0.9932
24294,Montpon-Ménestérol,45.0163,0.147
24295,Montrem,45.1348,0.5818
24296,Mouleydier,44.8612,0.6129
24297,Moulin-Neuf,45.0011,0.06
24299,Mussidan,45.0298,0.3641
24300,Nabirat,44.7667,1.291
24301,Nadaillac,45.032,1.4029
24302,Nailhac,45.225,1.1564
24303,Nanteuil-Auriac-de-Bourzac,45.3795,0.2862
24304,Nantheuil,45.4237,0.9614
24305,Nanthiat,45.4101,0.9822
24306,Nastringues,44.8719,0.1512
24307,Naussannes,44.7474,0.7175
24308,Négrondes,45.3396,0.8769
24309,Neuvic,45.0889,0.4728
24311,Nontron,45.5337,0.6823
24312,Sanilhac,45.1079,0.7435
24313,Orliac,44.7121,1.0613
24316,Parcoul-Chenaud,45.1981,0.0579
24317,Paulin,44.9969,1.3314
24318,Paunat,44.9029,0.8532
24319,Paussac-et-Saint-Vivien,45.3394,0.5427
24320,Payzac,45.42,1.229
24321,Pazayac,45.1243,1.375
24322,Périgueux,45.1939,0.7105
24323,Petit-Bersac,45.2664,0.2263
24324,Peyrignac,45.1611,1.1934
24325,Pechs-de-l'Espérance,44.9,1.4006
24326,Peyzac-le-Moustier,44.983,1.0795
24327,Pezuls,44.9118,0.8052
24328,Piégut-Pluviers,45.6333,0.7026
24329,Le Pizou,45.041,0.073
24330,Plazac,45.0483,1.0383
24331,Pomport,44.7948,0.4115
24334,Pontours,44.8264,0.7724
24335,Port-Sainte-Foy-et-Ponchapt,44.8675,0.212
24336,Prats-de-Carlux,44.8923,1.3093
24337,Prats-du-Périgord,44.6836,1.0696
24338,Pressignac-Vicq,44.8954,0.7264
24339,Preyssac-d'Excideuil,45.3422,1.106
24340,Prigonrieux,44.8689,0.407
24341,Proissans,44.9293,1.2465
24345,Queyssac,44.9131,0.5305
24346,Quinsac,45.437,0.7029
24347,Rampieux,44.7039,0.8021
24348,Razac-d'Eymet,44.6965,0.4567
24349,Razac-de-Saussignac,44.8133,0.2922
24350,Razac-sur-l'Isle,45.1597,0.6191
24351,Ribagnac,44.7564,0.4841
24352,Ribérac,45.2428,0.3402
24353,La Rochebeaucourt-et-Argentine,45.4667,0.3787
24354,La Roche-Chalais,45.1292,0.0494
24355,La Roque-Gageac,44.82,1.1999
24356,Rouffignac-Saint-Cernin-de-Reilhac,45.0486,0.9696
24357,Rouffignac-de-Sigoulès,44.7818,0.4426
24359,Sadillac,44.7287,0.4907
24360,Sagelat,44.7882,1.0233
24361,Saint-Agne,44.8345,0.6255
24362,Val de Louyre et Caudeau,44.9731,0.7733
24364,Coly-Saint-Amand,45.0634,1.2456
24365,Saint-Amand-de-Vergt,44.989,0.6921
24366,Saint-André-d'Allas,44.8905,1.1496
24367,Saint-André-de-Double,45.1425,0.3228
24370,Saint-Antoine-de-Breuilh,44.8423,0.1394
24371,Saint-Aquilin,45.1877,0.488
24372,Saint-Astier,45.1426,0.5146
24373,Saint-Aubin-de-Cadelech,44.6878,0.4933
24374,Saint-Aubin-de-Lanquais,44.7982,0.5982
24375,Saint-Aubin-de-Nabirat,44.7312,1.2825
24376,Saint Aulaye-Puymangou,45.1817,0.1144
24377,Saint-Avit-de-Vialard,44.9458,0.8579
24378,Saint-Avit-Rivière,44.7413,0.9093
24379,Saint-Avit-Sénieur,44.7728,0.8184
24380,Saint-Barthélemy-de-Bellegarde,45.0831,0.1979
24381,Saint-Barthélemy-de-Bussière,45.6417,0.7479
24382,Saint-Capraise-de-Lalinde,44.8463,0.6532
24383,Saint-Capraise-d'Eymet,44.7081,0.5073
24384,Saint-Cassien,44.68,0.8469
24385,Saint-Cernin-de-Labarde,44.7654,0.5828
24386,Saint-Cernin-de-l'Herm,44.6545,1.0491
24388,Saint-Chamassy,44.8784,0.932
24390,Saint-Crépin-d'Auberoche,45.1188,0.8968
24392,Saint-Crépin-et-Carlucet,44.9539,1.2709
24393,Sainte-Croix,44.7303,0.8326
24394,Sainte-Croix-de-Mareuil,45.464,0.4231
24395,Saint-Cybranet,44.7835,1.1595
24396,Saint-Cyprien,44.8853,1.027
24397,Saint-Cyr-les-Champagnes,45.3699,1.2926
24398,Saint-Estèphe,45.6063,0.6578
24399,Saint-Étienne-de-Puycorbier,45.0943,0.325
24401,Sainte-Eulalie-d'Ans,45.2487,1.0214
24403,Saint-Félix-de-Bourdeilles,45.41,0.5665
24404,Saint-Félix-de-Reillac-et-Mortemart,45.0146,0.8963
24405,Saint-Félix-de-Villadeix,44.9316,0.6753
24406,Sainte-Foy-de-Belvès,44.7271,1.0374
24407,Sainte-Foy-de-Longas,44.9324,0.7606
24408,Saint-Front-d'Alemps,45.3203,0.7986
24409,Saint-Front-de-Pradoux,45.0598,0.3611
24410,Saint-Front-la-Rivière,45.4636,0.7185
24411,Saint-Front-sur-Nizonne,45.4732,0.6257
24412,Saint-Geniès,45.0027,1.2539
24413,Saint-Georges-Blancaneix,44.9183,0.3538
24414,Saint-Georges-de-Montclard,44.9312,0.6127
24415,Saint-Géraud-de-Corps,44.9465,0.2417
24416,Saint-Germain-de-Belvès,44.8064,1.0344
24417,Saint-Germain-des-Prés,45.3454,1.0004
24418,Saint-Germain-du-Salembre,45.128,0.4344
24419,Saint-Germain-et-Mons,44.825,0.5906
24420,Saint-Géry,44.9771,0.3285
24421,Saint-Geyrac,45.0688,0.9078
24422,Saint-Hilaire-d'Estissac,45.0141,0.5029
24423,Saint-Julien-Innocence-Eulalie,44.7161,0.3973
24424,Saint-Jean-d'Ataux,45.1337,0.3941
24425,Saint-Jean-de-Côle,45.412,0.8356
24426,Saint-Jean-d'Estissac,45.0374,0.5037
24428,Saint-Jory-de-Chalais,45.4903,0.901
24429,Saint-Jory-las-Bloux,45.3395,0.947
24432,Saint-Julien-de-Lampon,44.8624,1.3806
24434,Saint-Just,45.3365,0.4972
24436,Saint-Laurent-des-Hommes,45.0421,0.2509
24437,Saint-Laurent-des-Vignes,44.8257,0.4458
24438,Saint-Laurent-la-Vallée,44.7505,1.1227
24441,Saint-Léon-d'Issigeac,44.7198,0.6987
24442,Saint-Léon-sur-l'Isle,45.1175,0.498
24443,Saint-Léon-sur-Vézère,45.0224,1.0821
24444,Saint-Louis-en-l'Isle,45.0645,0.3927
24445,Saint-Marcel-du-Périgord,44.9203,0.6979
24446,Saint-Marcory,44.7225,0.9289
24448,Saint-Martial-d'Albarède,45.3203,1.0387
24449,Saint-Martial-d'Artenset,44.9989,0.2188
24450,Saint-Martial-de-Nabirat,44.7494,1.2466
24451,Saint-Martial-de-Valette,45.514,0.6333
24452,Saint-Martial-Viveyrol,45.3557,0.3384
24453,Saint-Martin-de-Fressengeas,45.4566,0.8349
24454,Saint-Martin-de-Gurson,44.9616,0.1187
24455,Saint-Martin-de-Ribérac,45.2195,0.3578
24456,Saint-Martin-des-Combes,44.9626,0.6215
24457,Saint-Martin-l'Astier,45.0574,0.324
24458,Saint-Martin-le-Pin,45.5521,0.6307
24459,Saint-Mayme-de-Péreyrol,45.0191,0.6481
24460,Saint-Méard-de-Drône,45.2532,0.4039
24461,Saint-Méard-de-Gurçon,44.909,0.175
24462,Saint-Médard-de-Mussidan,45.019,0.323
24463,Saint-Médard-d'Excideuil,45.3441,1.0858
24464,Saint-Mesmin,45.3501,1.2331
24465,Saint-Michel-de-Double,45.0977,0.2714
24466,Saint-Michel-de-Montaigne,44.8802,0.0233
24468,Saint-Michel-de-Villadeix,44.9943,0.7335
24470,Sainte-Mondane,44.8345,1.3406
24471,Sainte-Nathalène,44.9145,1.2782
24472,Saint-Nexans,44.8057,0.5514
24473,Sainte-Orse,45.2079,1.0707
24474,Saint-Pancrace,45.4219,0.6682
24476,Saint-Pantaly-d'Excideuil,45.3111,1.0125
24477,Saint-Pardoux-de-Drône,45.2195,0.418
24478,Saint-Pardoux-et-Vielvic,44.7686,0.9637
24479,Saint-Pardoux-la-Rivière,45.5036,0.7552
24480,Saint-Paul-de-Serre,45.0794,0.6332
24481,Saint-Paul-la-Roche,45.487,0.9908
24482,Saint-Paul-Lizonne,45.3169,0.2846
24483,Saint-Perdoux,44.7355,0.5291
24484,Saint-Pierre-de-Chignac,45.1127,0.86
24485,Saint-Pierre-de-Côle,45.3778,0.8158
24486,Saint-Pierre-de-Frugie,45.5875,1.007
24487,Saint-Pierre-d'Eyraud,44.8776,0.3209
24488,Saint-Pompon,44.7126,1.1388
24489,Saint-Priest-les-Fougères,45.5402,1.0275
24490,Saint Privat en Périgord,45.2266,0.2058
24491,Saint-Rabier,45.1744,1.1384
24492,Sainte-Radegonde,44.6857,0.6766
24493,Saint-Raphaël,45.3036,1.0712
24494,Saint-Rémy,44.9532,0.1875
24495,Saint-Romain-de-Monpazier,44.7209,0.8839
24496,Saint-Romain-et-Saint-Clément,45.4274,0.873
24498,Saint-Saud-Lacoussière,45.5348,0.8338
24499,Saint-Sauveur,44.8721,0.5881
24500,Saint-Sauveur-Lalande,44.9807,0.2514
24501,Saint-Seurin-de-Prats,44.8311,0.0709
24502,Saint-Séverin-d'Estissac,45.0493,0.4729
24504,Saint-Sulpice-de-Roumagnac,45.2002,0.3979
24505,Saint-Sulpice-d'Excideuil,45.3945,1.0208
24507,Sainte-Trie,45.2908,1.2066
24508,Saint-Victor,45.2652,0.4404
24509,Saint-Vincent-de-Connezac,45.1638,0.3951
24510,Saint-Vincent-de-Cosse,44.841,1.1129
24511,Saint-Vincent-Jalmoutiers,45.1862,0.1972
24512,Saint-Vincent-le-Paluel,44.8836,1.2706
24513,Saint-Vincent-sur-l'Isle,45.2407,0.9002
24514,Saint-Vivien,44.8936,0.1026
24515,Salagnac,45.3156,1.2114
24516,Salignac-Eyvigues,44.947,1.3719
24517,Salles-de-Belvès,44.7159,1.0014
24518,Salon,45.0321,0.7716
24519,Sarlande,45.4441,1.1234
24520,Sarlat-la-Canéda,44.906,1.1994
24521,Sarliac-sur-l'Isle,45.2374,0.8582
24522,Sarrazac,45.4387,1.0284
24523,Saussignac,44.8045,0.3157
24524,Savignac-de-Miremont,44.9659,0.9482
24525,Savignac-de-Nontron,45.5475,0.7204
24526,Savignac-Lédrier,45.3795,1.1954
24527,Savignac-les-Églises,45.2818,0.9131
24528,Sceau-Saint-Angel,45.4819,0.6755
24529,Segonzac,45.2022,0.4389
24531,Sergeac,45.0003,1.1125
24532,Serres-et-Montguyard,44.6781,0.4466
24533,Servanches,45.1355,0.1629
24534,Sigoulès-et-Flaugeac,44.7544,0.4133
24535,Simeyrols,44.9137,1.3367
24536,Singleyrac,44.7413,0.4627
24537,Siorac-de-Ribérac,45.1831,0.348
24538,Siorac-en-Périgord,44.8214,0.9726
24540,Sorges et Ligueux en Périgord,45.2929,0.8505
24541,Soudat,45.6232,0.568
24542,Soulaures,44.6406,0.9188
24543,Sourzac,45.05,0.4149
24544,Tamniès,44.9732,1.1467
24545,Teillots,45.2611,1.215
24546,Temple-Laguyon,45.2319,1.0978
24547,Terrasson-Lavilledieu,45.118,1.3022
24548,Teyjat,45.5924,0.5797
24549,Thénac,44.7454,0.3538
24550,Thenon,45.1354,1.0631
24551,Thiviers,45.4262,0.9064
24552,Thonac,45.0358,1.1013
24553,Tocane-Saint-Apre,45.2359,0.5005
24554,La Tour-Blanche-Cercles,45.369,0.4508
24555,Tourtoirac,45.2723,1.0481
24557,Trélissac,45.2114,0.7738
24558,Trémolat,44.8751,0.8295
24559,Tursac,44.9741,1.0435
24560,Urval,44.8011,0.9365
24562,Vallereuil,45.0707,0.5011
24563,Valojoulx,45.0144,1.1498
24564,Vanxains,45.2208,0.2889
24565,Varaignes,45.611,0.5274
24566,Varennes,44.8331,0.6657
24567,Vaunac,45.3731,0.8671
24568,Vélines,44.8569,0.1122
24569,Vendoire,45.4119,0.2913
24570,Verdon,44.8154,0.6283
24571,Vergt,45.0448,0.7142
24572,Vergt-de-Biron,44.6336,0.8513
24573,Verteillac,45.3492,0.3776
24574,Veyrignac,44.8238,1.3261
24575,Veyrines-de-Domme,44.8007,1.1035
24576,Veyrines-de-Vergt,44.9897,0.7734
24577,Vézac,44.8397,1.1764
24580,Villac,45.1873,1.2511
24581,Villamblard,45.0304,0.5612
24582,Villars,45.4234,0.7685
24584,Villefranche-de-Lonchat,44.9568,0.056
24585,Villefranche-du-Périgord,44.6292,1.1064
24586,Villetoureix,45.2736,0.3592
24587,Vitrac,44.8453,1.2256
25001,Abbans-Dessous,47.1345,5.871
25002,Abbans-Dessus,47.1267,5.8877
25003,Abbenans,47.4957,6.4494
25004,Abbévillers,47.4263,6.9195
25005,Accolans,47.4908,6.5353
25006,Adam-lès-Passavant,47.3049,6.3692
25007,Adam-lès-Vercel,47.1646,6.3904
25008,Aibre,47.5532,6.6995
25009,Aïssey,47.2733,6.3277
25011,Allenjoie,47.5351,6.8951
25012,Les Alliés,46.9466,6.4486
25013,Allondans,47.5238,6.7508
25014,Amagney,47.3041,6.1471
25015,Amancey,47.034,6.0719
25016,Amathay-Vésigneux,47.0237,6.1971
25017,Amondans,47.0722,6.0346
25018,Anteuil,47.3769,6.5781
25019,Appenans,47.4549,6.568
25020,Arbouans,47.4883,6.8095
25021,Arc-et-Senans,47.0344,5.7686
25022,Arcey,47.5207,6.651
25024,Arçon,46.9702,6.3843
25025,Arc-sous-Cicon,47.0524,6.4038
25026,Arc-sous-Montenot,46.9148,6.0086
25029,Aubonne,47.0417,6.3446
25030,Audeux,47.2578,5.8689
25031,Audincourt,47.4779,6.8498
25032,Autechaux,47.3818,6.3868
25033,Autechaux-Roide,47.3903,6.811
25035,Les Auxons,47.3001,5.9557
25036,Avanne-Aveney,47.2005,5.9581
25038,Avilley,47.4297,6.2674
25039,Avoudrey,47.1381,6.4334
25040,Badevel,47.5015,6.9362
25041,Bannans,46.9027,6.2335
25042,Le Barboux,47.1219,6.7207
25043,Bart,47.4908,6.7656
25044,Bartherans,47.0365,5.9263
25045,Battenans-les-Mines,47.4034,6.2702
25046,Battenans-Varin,47.2416,6.7171
25047,Baume-les-Dames,47.3492,6.3426
25048,Bavans,47.4805,6.7294
25049,Belfays,47.2584,6.9041
25050,Le Bélieu,47.124,6.6306
25051,Belleherbe,47.2659,6.6533
25052,Belmont,47.2204,6.3596
25053,Belvoir,47.3182,6.6152
25054,Berche,47.466,6.7479
25055,Berthelange,47.2022,5.7798
25056,Besançon,47.2602,6.0123
25057,Bethoncourt,47.5418,6.7988
25058,Beure,47.2043,6.0048
25059,Beutal,47.4763,6.6371
25060,Val-d'Usiers,46.966,6.27
25061,Bief,47.3235,6.7752
25062,Le Bizot,47.1374,6.6752
25063,Blamont,47.3907,6.8566
25065,Blarians,47.4119,6.1799
25066,Blussangeaux,47.4374,6.6176
25067,Blussans,47.4123,6.6104
25070,Bolandoz,47.006,6.1141
25071,Bondeval,47.4345,6.8442
25072,Bonnal,47.5066,6.3632
25073,Bonnay,47.3292,6.0437
25074,Bonnétage,47.1734,6.7535
25075,Bonnevaux,46.8056,6.1975
25077,La Bosse,47.1428,6.6485
25078,Bouclans,47.2443,6.229
25079,Boujailles,46.887,6.0786
25082,Bourguignon,47.4106,6.7739
25083,Bournois,47.4914,6.4975
25084,Boussières,47.1498,5.9013
25085,Bouverans,46.8413,6.2152
25086,Braillans,47.3106,6.0873
25087,Branne,47.3806,6.4779
25088,Breconchaux,47.342,6.2726
25089,Bremondans,47.2316,6.3983
25090,Brères,47.0583,5.8646
25091,Les Bréseux,47.274,6.8017
25092,La Bretenière,47.3792,6.2756
25093,Bretigney,47.4867,6.6354
25094,Bretigney-Notre-Dame,47.3085,6.3037
25095,Bretonvillers,47.2164,6.6186
25096,Brey-et-Maison-du-Bois,46.7469,6.239
25097,Brognard,47.5279,6.8653
25098,Buffard,47.0325,5.8249
25099,Bugny,46.9972,6.3617
25100,Bulle,46.904,6.1958
25101,Burgille,47.2609,5.781
25102,Burnevillers,47.334,7.0198
25103,Busy,47.1688,5.9536
25104,By,47.0125,5.8993
25105,Byans-sur-Doubs,47.1102,5.8483
25106,Cademène,47.0939,6.0279
25107,Cendrey,47.3935,6.2446
25108,Cernay-l'Église,47.2485,6.8309
25109,Cessey,47.1152,5.9222
25110,Chaffois,46.9135,6.2469
25111,Chalèze,47.2623,6.0968
25112,Chalezeule,47.2552,6.0677
25113,Chamesey,47.2376,6.6317
25114,Chamesol,47.3434,6.8499
25115,Champagney,47.2552,5.8917
25116,Champlive,47.2885,6.2406
25117,Champoux,47.342,6.1342
25119,Champvans-les-Moulins,47.256,5.9074
25120,Chantrans,47.0475,6.1658
25121,Chapelle-des-Bois,46.5952,6.1118
25122,Chapelle-d'Huin,46.9329,6.1704
25124,Charmauvillers,47.2297,6.9185
25125,Charmoille,47.2342,6.663
25126,Charnay,47.1301,5.9523
25127,Charquemont,47.2017,6.8485
25129,Chassagne-Saint-Denis,47.0828,6.1064
25130,Châteauvieux-les-Fossés,47.0553,6.2002
25131,Châtelblanc,46.6661,6.1087
25132,Châtillon-Guyotte,47.3292,6.168
25133,Châtillon-le-Duc,47.303,6.0066
25136,Chaucenne,47.2835,5.8974
25138,Les Terres-de-Chaux,47.3151,6.7327
25139,La Chaux,47.0202,6.4093
25141,Chaux-lès-Passavant,47.2342,6.3485
25142,Chaux-Neuve,46.661,6.1583
25143,Chay,47.033,5.8634
25145,Chazot,47.3333,6.5354
25147,Chemaudin et Vaux,47.2263,5.8897
25148,La Chenalotte,47.1088,6.6901
25149,Chenecey-Buillon,47.1318,5.9724
25150,Chevigney-sur-l'Ognon,47.292,5.8419
25151,Chevigney-lès-Vercel,47.1653,6.3685
25152,La Chevillotte,47.2188,6.1592
25153,Chevroz,47.3314,5.9998
25154,Chouzelot,47.1231,5.91
25155,Cléron,47.0789,6.0664
25156,Pays-de-Clerval,47.3875,6.5021
25157,La Cluse-et-Mijoux,46.8575,6.3979
25159,Colombier-Fontaine,47.4496,6.6888
25160,Les Combes,47.0462,6.5349
25161,Consolation-Maisonnettes,47.1564,6.6037
25162,Corcelles-Ferrières,47.2251,5.8037
25163,Corcelle-Mieslot,47.3604,6.182
25164,Corcondray,47.2249,5.8284
25166,Côtebrune,47.2516,6.309
25170,Courcelles-lès-Montbéliard,47.496,6.7851
25171,Courcelles,47.1007,5.9623
25172,Courchapon,47.2595,5.7499
25173,Cour-Saint-Maurice,47.2643,6.7106
25174,Courtefontaine,47.3191,6.914
25175,Courtetain-et-Salans,47.2579,6.4285
25176,Courvières,46.866,6.0985
25177,Crosey-le-Grand,47.344,6.5315
25178,Crosey-le-Petit,47.3426,6.4851
25179,Le Crouzet,46.7088,6.132
25180,Crouzet-Migette,46.9563,6.0121
25181,Cubrial,47.5037,6.4008
25182,Cubry,47.5008,6.4271
25183,Cusance,47.321,6.434
25184,Cuse-et-Adrisans,47.4828,6.387
25185,Cussey-sur-Lison,47.0711,5.9626
25186,Cussey-sur-l'Ognon,47.3277,5.9425
25187,Dambelin,47.3706,6.6654
25188,Dambenois,47.5447,6.8735
25189,Dammartin-les-Templiers,47.2948,6.2847
25190,Dampierre-les-Bois,47.5073,6.9181
25191,Dampierre-sur-le-Doubs,47.4644,6.7329
25192,Dampjoux,47.3386,6.7454
25193,Damprichard,47.238,6.8796
25194,Dannemarie,47.3896,6.8992
25195,Dannemarie-sur-Crète,47.2075,5.8674
25196,Dasle,47.4822,6.897
25197,Deluz,47.2987,6.1905
25198,Désandans,47.54,6.6715
25199,Déservillers,46.9991,6.0758
25200,Devecey,47.3231,6.0172
25201,Dommartin,46.9302,6.3112
25202,Dompierre-les-Tilleuls,46.8865,6.1641
25203,Domprel,47.1958,6.4751
25204,Doubs,46.9321,6.3651
25207,Dung,47.5051,6.7442
25208,Durnes,47.1068,6.2238
25209,Échay,47.0465,5.9491
25210,Échenans,47.5272,6.6931
25211,Échevannes,47.0704,6.2325
25212,École-Valentin,47.2743,5.9877
25213,Les Écorces,47.2053,6.799
25214,Écot,47.4222,6.7338
25215,L'Écouvotte,47.3443,6.2519
25216,Écurcey,47.4028,6.8071
25217,Émagny,47.3039,5.8645
25218,Épenouse,47.2137,6.3955
25219,Épenoy,47.137,6.3816
25220,Épeugney,47.1291,6.0205
25221,Esnans,47.3326,6.3245
25222,Étalans,47.1668,6.2466
25223,Éternoz-Vallée-du-Lison,47.0138,5.9986
25224,Étouvans,47.4555,6.7211
25225,Étrabonne,47.2343,5.7354
25226,Étrappe,47.4705,6.5806
25227,Étray,47.1292,6.3319
25228,Étupes,47.5056,6.8734
25229,Évillers,46.9884,6.223
25230,Exincourt,47.5017,6.8371
25231,Eysson,47.2029,6.4308
25232,Faimbe,47.4873,6.6157
25233,Fallerans,47.1463,6.291
25234,Ferrières-le-Lac,47.2683,6.8895
25235,Ferrières-les-Bois,47.2088,5.8019
25236,Fertans,47.0559,6.0678
25237,Fesches-le-Châtel,47.519,6.9034
25238,Fessevillers,47.2812,6.9204
25239,Feule,47.3504,6.7377
25240,Les Fins,47.0794,6.628
25241,Flagey,47.0472,6.1108
25242,Flagey-Rigney,47.4147,6.2196
25243,Flangebouche,47.1197,6.4747
25244,Fleurey,47.2997,6.7803
25245,Fontain,47.1895,6.0308
25246,Fontaine-lès-Clerval,47.4231,6.4672
25247,Fontenelle-Montby,47.4475,6.4118
25248,Les Fontenelles,47.1925,6.7535
25249,Fontenotte,47.374,6.313
25251,Fourbanne,47.3368,6.3076
25252,Fourcatier-et-Maison-Neuve,46.7644,6.313
25253,Fourg,47.0951,5.8033
25254,Les Fourgs,46.84,6.4163
25255,Fournet-Blancheroche,47.1649,6.8249
25256,Frambouhans,47.2003,6.7786
25257,Franey,47.2584,5.8174
25258,Franois,47.2246,5.9261
25259,Frasne,46.854,6.145
25261,Froidevaux,47.302,6.6905
25262,Fuans,47.126,6.5897
25263,Gellin,46.7179,6.2359
25264,Gémonval,47.5355,6.5928
25265,Geneuille,47.3217,5.9696
25266,Geney,47.4815,6.5671
25267,Gennes,47.2481,6.1305
25268,Germéfontaine,47.2256,6.4859
25269,Germondans,47.4165,6.1992
25270,Gevresin,46.9641,6.0495
25271,Gilley,47.0554,6.4832
25273,Glamondans,47.2658,6.2865
25274,Glay,47.4019,6.8944
25275,Glère,47.3444,6.984
25276,Gondenans-Montby,47.443,6.4619
25277,Gondenans-les-Moulins,47.4667,6.3832
25278,Gonsans,47.2255,6.299
25279,Gouhelans,47.4532,6.3622
25280,Goumois,47.2662,6.94
25281,Goux-lès-Dambelin,47.3981,6.6814
25283,Goux-sous-Landet,47.0788,5.934
25284,Grand-Charmont,47.5332,6.823
25285,Grand'Combe-Châteleu,47.016,6.555
25286,Grand'Combe-des-Bois,47.1329,6.7794
25287,Grandfontaine,47.1982,5.9053
25288,Fournets-Luisans,47.1077,6.5663
25289,Grandfontaine-sur-Creuse,47.1867,6.4575
25290,La Grange,47.285,6.6711
25293,Granges-Narboz,46.8781,6.3227
25295,Les Grangettes,46.8324,6.3165
25296,Les Gras,46.9894,6.5404
25298,Grosbois,47.3491,6.3054
25299,Guillon-les-Bains,47.3147,6.3946
25300,Guyans-Durnes,47.1292,6.2427
25301,Guyans-Vennes,47.1669,6.5914
25304,Hérimoncourt,47.4358,6.8868
25305,L'Hôpital-du-Grosbois,47.1794,6.2111
25306,L'Hôpital-Saint-Lieffroy,47.4006,6.4555
25307,Les Hôpitaux-Neufs,46.7838,6.3957
25308,Les Hôpitaux-Vieux,46.802,6.3988
25309,Houtaud,46.915,6.3021
25310,Huanne-Montmartin,47.4302,6.3418
25311,Hyémondans,47.3816,6.6422
25312,Hyèvre-Magny,47.3616,6.43
25313,Hyèvre-Paroisse,47.3749,6.4297
25314,Indevillers,47.3146,6.9706
25315,L'Isle-sur-le-Doubs,47.4242,6.5912
25316,Issans,47.5255,6.7338
25317,Jallerange,47.2541,5.719
25318,Jougne,46.7598,6.4064
25320,Labergement-Sainte-Marie,46.7817,6.282
25321,Villers-le-Lac,47.073,6.6946
25322,Laire,47.5509,6.7385
25323,Laissey,47.3006,6.2336
25324,Lanans,47.2932,6.4465
25325,Landresse,47.2597,6.4855
25326,Lantenne-Vertière,47.2308,5.7757
25327,Lanthenans,47.3915,6.6257
25328,Larnod,47.1762,5.9718
25329,Laval-le-Prieuré,47.1794,6.6207
