code_insee,commune,cout_moyen_secheresse
02118,Braye,Pas de sinistre répertorié à CCR
02119,Brécy,Pas de sinistre répertorié à CCR
02120,Brenelle,Pas de sinistre répertorié à CCR
02121,Breny,Pas de sinistre répertorié à CCR
02122,Brie,Pas de sinistre répertorié à CCR
02123,Brissay-Choigny,Pas de sinistre répertorié à CCR
02124,Brissy-Hamégicourt,Pas de sinistre répertorié à CCR
02125,Brumetz,Pas de sinistre répertorié à CCR
02126,Brunehamel,Pas de sinistre répertorié à CCR
02127,Bruyères-sur-Fère,Pas de sinistre répertorié à CCR
02128,Bruyères-et-Montbérault,Pas de sinistre répertorié à CCR
02129,Bruys,Pas de sinistre répertorié à CCR
02130,Bucilly,Pas de sinistre répertorié à CCR
02131,Bucy-le-Long,Pas de sinistre répertorié à CCR
02132,Bucy-lès-Cerny,Pas de sinistre répertorié à CCR
02133,Bucy-lès-Pierrepont,Pas de sinistre répertorié à CCR
02134,Buire,Entre 10 et 20k€
02135,Buironfosse,Pas de sinistre répertorié à CCR
02136,Burelles,Pas de sinistre répertorié à CCR
02137,Bussiares,Pas de sinistre répertorié à CCR
02138,Buzancy,Pas de sinistre répertorié à CCR
02139,Caillouël-Crépigny,Pas de sinistre répertorié à CCR
02140,Camelin,Pas de sinistre répertorié à CCR
02141,La Capelle,"Entre 0 et 2,5 k€"
02142,Castres,Pas de sinistre répertorié à CCR
02143,Le Catelet,Pas de sinistre répertorié à CCR
02144,Caulaincourt,Pas de sinistre répertorié à CCR
02145,Caumont,Pas de sinistre répertorié à CCR
02146,Celles-lès-Condé,Pas de sinistre répertorié à CCR
02148,Celles-sur-Aisne,Pas de sinistre répertorié à CCR
02149,Cerizy,Pas de sinistre répertorié à CCR
02150,Cerny-en-Laonnois,Pas de sinistre répertorié à CCR
02151,Cerny-lès-Bucy,Pas de sinistre répertorié à CCR
02152,Cerseuil,Pas de sinistre répertorié à CCR
02153,Cessières-Suzy,Pas de sinistre répertorié à CCR
02154,Chacrise,Pas de sinistre répertorié à CCR
02155,Chaillevois,Pas de sinistre répertorié à CCR
02156,Chalandry,Pas de sinistre répertorié à CCR
02157,Chambry,Pas de sinistre répertorié à CCR
02158,Chamouille,Pas de sinistre répertorié à CCR
02159,Champs,Pas de sinistre répertorié à CCR
02160,Chaourse,Pas de sinistre répertorié à CCR
02162,La Chapelle-sur-Chézy,Pas de sinistre répertorié à CCR
02163,Charly-sur-Marne,Pas de sinistre répertorié à CCR
02164,Le Charmel,Entre 5 et 10 k€
02165,Charmes,Pas de sinistre répertorié à CCR
02166,Chartèves,Pas de sinistre répertorié à CCR
02167,Chassemy,Pas de sinistre répertorié à CCR
02168,Château-Thierry,Entre 10 et 20k€
02169,Châtillon-lès-Sons,Pas de sinistre répertorié à CCR
02170,Châtillon-sur-Oise,Pas de sinistre répertorié à CCR
02171,Chaudardes,Pas de sinistre répertorié à CCR
02172,Chaudun,Pas de sinistre répertorié à CCR
02173,Chauny,Plus de 20 k€
02174,Chavignon,Pas de sinistre répertorié à CCR
02175,Chavigny,Pas de sinistre répertorié à CCR
02176,Chavonne,Pas de sinistre répertorié à CCR
02177,Chérêt,Pas de sinistre répertorié à CCR
02178,Chermizy-Ailles,Pas de sinistre répertorié à CCR
02179,Chéry-Chartreuve,Pas de sinistre répertorié à CCR
02180,Chéry-lès-Pouilly,Pas de sinistre répertorié à CCR
02181,Chéry-lès-Rozoy,Pas de sinistre répertorié à CCR
02182,Chevennes,Pas de sinistre répertorié à CCR
02183,Chevregny,Pas de sinistre répertorié à CCR
02184,Chevresis-Monceau,Pas de sinistre répertorié à CCR
02185,Chézy-en-Orxois,Pas de sinistre répertorié à CCR
02186,Chézy-sur-Marne,Pas de sinistre répertorié à CCR
02187,Chierry,Pas de sinistre répertorié à CCR
02188,Chigny,"Entre 0 et 2,5 k€"
02189,Chivres-en-Laonnois,Pas de sinistre répertorié à CCR
02190,Chivres-Val,Pas de sinistre répertorié à CCR
02191,Chivy-lès-Étouvelles,Pas de sinistre répertorié à CCR
02192,Chouy,Pas de sinistre répertorié à CCR
02193,Cierges,Pas de sinistre répertorié à CCR
02194,Cilly,Pas de sinistre répertorié à CCR
02195,Ciry-Salsogne,Pas de sinistre répertorié à CCR
02196,Clacy-et-Thierret,Pas de sinistre répertorié à CCR
02197,Clairfontaine,Pas de sinistre répertorié à CCR
02198,Clamecy,Pas de sinistre répertorié à CCR
02199,Clastres,Pas de sinistre répertorié à CCR
02200,Clermont-les-Fermes,Pas de sinistre répertorié à CCR
02201,Coeuvres-et-Valsery,Pas de sinistre répertorié à CCR
02203,Coincy,Pas de sinistre répertorié à CCR
02204,Coingt,Pas de sinistre répertorié à CCR
02205,Colligis-Crandelain,Pas de sinistre répertorié à CCR
02206,Colonfay,Pas de sinistre répertorié à CCR
02207,Commenchon,Pas de sinistre répertorié à CCR
02208,Concevreux,Pas de sinistre répertorié à CCR
02209,Condé-en-Brie,Pas de sinistre répertorié à CCR
02210,Condé-sur-Aisne,Pas de sinistre répertorié à CCR
02211,Condé-sur-Suippe,Pas de sinistre répertorié à CCR
02212,Condren,Pas de sinistre répertorié à CCR
02213,Connigis,Pas de sinistre répertorié à CCR
02214,Contescourt,Pas de sinistre répertorié à CCR
02215,Corbeny,Pas de sinistre répertorié à CCR
02216,Corcy,"Entre 0 et 2,5 k€"
02217,Coucy-le-Château-Auffrique,Pas de sinistre répertorié à CCR
02218,Coucy-lès-Eppes,Pas de sinistre répertorié à CCR
02219,Coucy-la-Ville,Pas de sinistre répertorié à CCR
02220,Coulonges-Cohan,Pas de sinistre répertorié à CCR
02221,Coupru,Pas de sinistre répertorié à CCR
02222,Courbes,Pas de sinistre répertorié à CCR
02223,Courboin,Entre 10 et 20k€
02224,Courcelles-sur-Vesle,Pas de sinistre répertorié à CCR
02225,Courchamps,Pas de sinistre répertorié à CCR
02226,Courmelles,Pas de sinistre répertorié à CCR
02227,Courmont,Pas de sinistre répertorié à CCR
02228,Courtemont-Varennes,Pas de sinistre répertorié à CCR
02229,Courtrizy-et-Fussigny,Pas de sinistre répertorié à CCR
02230,Couvrelles,Pas de sinistre répertorié à CCR
02231,Couvron-et-Aumencourt,Pas de sinistre répertorié à CCR
02232,Coyolles,Pas de sinistre répertorié à CCR
02233,Cramaille,Pas de sinistre répertorié à CCR
02234,Craonne,Pas de sinistre répertorié à CCR
02235,Craonnelle,Pas de sinistre répertorié à CCR
02236,Crécy-au-Mont,Pas de sinistre répertorié à CCR
02237,Crécy-sur-Serre,Pas de sinistre répertorié à CCR
02238,Crépy,Plus de 20 k€
02239,Crézancy,Pas de sinistre répertorié à CCR
02240,Croix-Fonsomme,Pas de sinistre répertorié à CCR
02241,La Croix-sur-Ourcq,Pas de sinistre répertorié à CCR
02242,Crouttes-sur-Marne,Pas de sinistre répertorié à CCR
02243,Crouy,Pas de sinistre répertorié à CCR
02244,Crupilly,Pas de sinistre répertorié à CCR
02245,Cuffies,Plus de 20 k€
02246,Cugny,Pas de sinistre répertorié à CCR
02248,Cuirieux,Pas de sinistre répertorié à CCR
02249,Cuiry-Housse,Pas de sinistre répertorié à CCR
02250,Cuiry-lès-Chaudardes,Pas de sinistre répertorié à CCR
02251,Cuiry-lès-Iviers,Pas de sinistre répertorié à CCR
02252,Cuissy-et-Geny,Pas de sinistre répertorié à CCR
02253,Cuisy-en-Almont,Pas de sinistre répertorié à CCR
02254,Cutry,Pas de sinistre répertorié à CCR
02255,Cys-la-Commune,Pas de sinistre répertorié à CCR
02256,Dagny-Lambercy,Pas de sinistre répertorié à CCR
02257,Dallon,Pas de sinistre répertorié à CCR
02258,Dammard,Pas de sinistre répertorié à CCR
02259,Dampleux,Pas de sinistre répertorié à CCR
02260,Danizy,Pas de sinistre répertorié à CCR
02261,Dercy,Pas de sinistre répertorié à CCR
02262,Deuillet,Pas de sinistre répertorié à CCR
02263,Dhuizel,Pas de sinistre répertorié à CCR
02264,Dizy-le-Gros,Pas de sinistre répertorié à CCR
02265,Dohis,Pas de sinistre répertorié à CCR
02266,Dolignon,Pas de sinistre répertorié à CCR
02267,Dommiers,Pas de sinistre répertorié à CCR
02268,Domptin,Pas de sinistre répertorié à CCR
02269,Dorengt,Pas de sinistre répertorié à CCR
02270,Douchy,Pas de sinistre répertorié à CCR
02271,Dravegny,Pas de sinistre répertorié à CCR
02272,Droizy,Pas de sinistre répertorié à CCR
02273,Dury,Pas de sinistre répertorié à CCR
02274,Ébouleau,Pas de sinistre répertorié à CCR
02275,Effry,Plus de 20 k€
02276,Englancourt,Pas de sinistre répertorié à CCR
02277,Épagny,Pas de sinistre répertorié à CCR
02278,Éparcy,Pas de sinistre répertorié à CCR
02279,Épaux-Bézu,Pas de sinistre répertorié à CCR
02280,Épieds,Pas de sinistre répertorié à CCR
02281,L'Épine-aux-Bois,Pas de sinistre répertorié à CCR
02282,Eppes,Pas de sinistre répertorié à CCR
02283,Erlon,Pas de sinistre répertorié à CCR
02284,Erloy,Pas de sinistre répertorié à CCR
02286,Esquéhéries,Pas de sinistre répertorié à CCR
02287,Essigny-le-Grand,Pas de sinistre répertorié à CCR
02288,Essigny-le-Petit,Pas de sinistre répertorié à CCR
02289,Essises,Plus de 20 k€
02290,Essômes-sur-Marne,Pas de sinistre répertorié à CCR
02291,Estrées,Pas de sinistre répertorié à CCR
02292,Étampes-sur-Marne,Pas de sinistre répertorié à CCR
02293,Étaves-et-Bocquiaux,Pas de sinistre répertorié à CCR
02294,Étouvelles,Pas de sinistre répertorié à CCR
02295,Étréaupont,"Entre 2,5 et 5 k€"
02296,Étreillers,Pas de sinistre répertorié à CCR
02297,Étrépilly,Pas de sinistre répertorié à CCR
02298,Étreux,Pas de sinistre répertorié à CCR
02299,Évergnicourt,Pas de sinistre répertorié à CCR
02302,Faverolles,Pas de sinistre répertorié à CCR
02303,Fayet,Pas de sinistre répertorié à CCR
02304,La Fère,Pas de sinistre répertorié à CCR
02305,Fère-en-Tardenois,Pas de sinistre répertorié à CCR
02306,La Ferté-Chevresis,Pas de sinistre répertorié à CCR
02307,La Ferté-Milon,Pas de sinistre répertorié à CCR
02308,Fesmy-le-Sart,Pas de sinistre répertorié à CCR
02309,Festieux,Pas de sinistre répertorié à CCR
02310,Fieulaine,Pas de sinistre répertorié à CCR
02311,Filain,Pas de sinistre répertorié à CCR
02312,La Flamengrie,Pas de sinistre répertorié à CCR
02313,Flavigny-le-Grand-et-Beaurain,Pas de sinistre répertorié à CCR
02315,Flavy-le-Martel,Pas de sinistre répertorié à CCR
02316,Fleury,Pas de sinistre répertorié à CCR
02317,Fluquières,Pas de sinistre répertorié à CCR
02318,Folembray,Pas de sinistre répertorié à CCR
02319,Fonsomme,Pas de sinistre répertorié à CCR
02320,Fontaine-lès-Clercs,Pas de sinistre répertorié à CCR
02321,Fontaine-lès-Vervins,Pas de sinistre répertorié à CCR
02322,Fontaine-Notre-Dame,Pas de sinistre répertorié à CCR
02323,Fontaine-Uterte,Pas de sinistre répertorié à CCR
02324,Fontenelle,Pas de sinistre répertorié à CCR
02326,Fontenoy,Pas de sinistre répertorié à CCR
02327,Foreste,Pas de sinistre répertorié à CCR
02328,Fossoy,Pas de sinistre répertorié à CCR
02329,Fourdrain,Pas de sinistre répertorié à CCR
02330,Francilly-Selency,Pas de sinistre répertorié à CCR
02331,Franqueville,Pas de sinistre répertorié à CCR
02332,Fresnes-en-Tardenois,Entre 5 et 10 k€
02333,Fresnes-sous-Coucy,Pas de sinistre répertorié à CCR
02334,Fresnoy-le-Grand,Pas de sinistre répertorié à CCR
02335,Fressancourt,Pas de sinistre répertorié à CCR
02336,Frières-Faillouël,Pas de sinistre répertorié à CCR
02337,Froidestrées,Pas de sinistre répertorié à CCR
02338,Froidmont-Cohartille,Pas de sinistre répertorié à CCR
02339,Gandelu,Pas de sinistre répertorié à CCR
02340,Gauchy,Pas de sinistre répertorié à CCR
02341,Gercy,Pas de sinistre répertorié à CCR
02342,Gergny,Pas de sinistre répertorié à CCR
02343,Germaine,Pas de sinistre répertorié à CCR
02345,Gibercourt,Pas de sinistre répertorié à CCR
02346,Gizy,Pas de sinistre répertorié à CCR
02347,Gland,Pas de sinistre répertorié à CCR
02349,Goudelancourt-lès-Berrieux,Pas de sinistre répertorié à CCR
02350,Goudelancourt-lès-Pierrepont,Pas de sinistre répertorié à CCR
02351,Goussancourt,"Entre 2,5 et 5 k€"
02352,Gouy,Pas de sinistre répertorié à CCR
02353,Grandlup-et-Fay,Pas de sinistre répertorié à CCR
02354,Grandrieux,Pas de sinistre répertorié à CCR
02355,Gricourt,Pas de sinistre répertorié à CCR
02356,Grisolles,Pas de sinistre répertorié à CCR
02357,Gronard,Pas de sinistre répertorié à CCR
02358,Grougis,Pas de sinistre répertorié à CCR
02359,Grugies,Pas de sinistre répertorié à CCR
02360,Villeneuve-sur-Aisne,Pas de sinistre répertorié à CCR
02361,Guise,Pas de sinistre répertorié à CCR
02362,Guivry,Pas de sinistre répertorié à CCR
02363,Guny,Pas de sinistre répertorié à CCR
02364,Guyencourt,Pas de sinistre répertorié à CCR
02366,Hannapes,Pas de sinistre répertorié à CCR
02367,Happencourt,Pas de sinistre répertorié à CCR
02368,Haramont,Pas de sinistre répertorié à CCR
02369,Harcigny,Pas de sinistre répertorié à CCR
02370,Hargicourt,Pas de sinistre répertorié à CCR
02371,Harly,Pas de sinistre répertorié à CCR
02372,Hartennes-et-Taux,Pas de sinistre répertorié à CCR
02373,Hary,Pas de sinistre répertorié à CCR
02374,Lehaucourt,Pas de sinistre répertorié à CCR
02375,Hautevesnes,Entre 10 et 20k€
02376,Hauteville,Pas de sinistre répertorié à CCR
02377,Haution,"Entre 0 et 2,5 k€"
02378,La Hérie,Pas de sinistre répertorié à CCR
02379,Le Hérie-la-Viéville,Pas de sinistre répertorié à CCR
02380,Hinacourt,"Entre 0 et 2,5 k€"
02381,Hirson,Pas de sinistre répertorié à CCR
02382,Holnon,"Entre 0 et 2,5 k€"
02383,Homblières,Pas de sinistre répertorié à CCR
02384,Houry,Pas de sinistre répertorié à CCR
02385,Housset,Pas de sinistre répertorié à CCR
02386,Iron,Pas de sinistre répertorié à CCR
02387,Itancourt,Pas de sinistre répertorié à CCR
02388,Iviers,Pas de sinistre répertorié à CCR
02389,Jaulgonne,Pas de sinistre répertorié à CCR
02390,Jeancourt,Pas de sinistre répertorié à CCR
02391,Jeantes,Pas de sinistre répertorié à CCR
02392,Joncourt,Pas de sinistre répertorié à CCR
02393,Jouaignes,Pas de sinistre répertorié à CCR
02395,Jumencourt,Pas de sinistre répertorié à CCR
02396,Jumigny,Pas de sinistre répertorié à CCR
02397,Jussy,Entre 5 et 10 k€
02398,Juvigny,Pas de sinistre répertorié à CCR
02399,Juvincourt-et-Damary,Pas de sinistre répertorié à CCR
02400,Laffaux,Pas de sinistre répertorié à CCR
02401,Laigny,Pas de sinistre répertorié à CCR
02402,Lanchy,Pas de sinistre répertorié à CCR
02403,Landifay-et-Bertaignemont,Pas de sinistre répertorié à CCR
02404,Landouzy-la-Cour,Pas de sinistre répertorié à CCR
02405,Landouzy-la-Ville,"Entre 0 et 2,5 k€"
02406,Landricourt,Pas de sinistre répertorié à CCR
02407,Laniscourt,Pas de sinistre répertorié à CCR
02408,Laon,Plus de 20 k€
02409,Lappion,Pas de sinistre répertorié à CCR
02410,Largny-sur-Automne,Pas de sinistre répertorié à CCR
02411,Latilly,Pas de sinistre répertorié à CCR
02412,Launoy,Pas de sinistre répertorié à CCR
02413,Laval-en-Laonnois,Pas de sinistre répertorié à CCR
02414,Lavaqueresse,Pas de sinistre répertorié à CCR
02415,Laversine,Pas de sinistre répertorié à CCR
02416,Lemé,Pas de sinistre répertorié à CCR
02417,Lempire,Pas de sinistre répertorié à CCR
02418,Lerzy,Pas de sinistre répertorié à CCR
02419,Leschelle,Pas de sinistre répertorié à CCR
02420,Lesdins,Pas de sinistre répertorié à CCR
02421,Lesges,Pas de sinistre répertorié à CCR
02422,Lesquielles-Saint-Germain,Pas de sinistre répertorié à CCR
02423,Leuilly-sous-Coucy,Pas de sinistre répertorié à CCR
02424,Leury,Pas de sinistre répertorié à CCR
02425,Leuze,Pas de sinistre répertorié à CCR
02426,Levergies,Pas de sinistre répertorié à CCR
02427,Lhuys,Pas de sinistre répertorié à CCR
02428,Licy-Clignon,Pas de sinistre répertorié à CCR
02429,Lierval,Pas de sinistre répertorié à CCR
02430,Liesse-Notre-Dame,Pas de sinistre répertorié à CCR
02431,Liez,Pas de sinistre répertorié à CCR
02432,Limé,Pas de sinistre répertorié à CCR
02433,Lislet,Pas de sinistre répertorié à CCR
02435,Logny-lès-Aubenton,Pas de sinistre répertorié à CCR
02438,Longpont,Pas de sinistre répertorié à CCR
02439,Les Septvallons,Pas de sinistre répertorié à CCR
02440,Lor,Pas de sinistre répertorié à CCR
02441,Louâtre,Pas de sinistre répertorié à CCR
02442,Loupeigne,Pas de sinistre répertorié à CCR
02443,Lucy-le-Bocage,Pas de sinistre répertorié à CCR
02444,Lugny,Pas de sinistre répertorié à CCR
02445,Luzoir,Pas de sinistre répertorié à CCR
02446,Ly-Fontaine,Pas de sinistre répertorié à CCR
02447,Maast-et-Violaine,Pas de sinistre répertorié à CCR
02448,Mâchecourt,Pas de sinistre répertorié à CCR
02449,Macogny,Pas de sinistre répertorié à CCR
02450,Macquigny,Pas de sinistre répertorié à CCR
02451,Magny-la-Fosse,Pas de sinistre répertorié à CCR
02452,Maissemy,Pas de sinistre répertorié à CCR
02453,Maizy,Pas de sinistre répertorié à CCR
02454,La Malmaison,Pas de sinistre répertorié à CCR
02455,Malzy,Pas de sinistre répertorié à CCR
02456,Manicamp,Entre 10 et 20k€
02457,Marchais,Pas de sinistre répertorié à CCR
02458,Dhuys et Morin-en-Brie,Entre 5 et 10 k€
02459,Marcy,Pas de sinistre répertorié à CCR
02460,Marcy-sous-Marle,Pas de sinistre répertorié à CCR
02461,Marest-Dampcourt,Pas de sinistre répertorié à CCR
02462,Mareuil-en-Dôle,Pas de sinistre répertorié à CCR
02463,Marfontaine,Pas de sinistre répertorié à CCR
02464,Margival,Pas de sinistre répertorié à CCR
02465,Marigny-en-Orxois,Pas de sinistre répertorié à CCR
02466,Marizy-Sainte-Geneviève,Pas de sinistre répertorié à CCR
02467,Marizy-Saint-Mard,Pas de sinistre répertorié à CCR
02468,Marle,Pas de sinistre répertorié à CCR
02469,Marly-Gomont,Entre 5 et 10 k€
02470,Martigny,Pas de sinistre répertorié à CCR
02471,Martigny-Courpierre,Pas de sinistre répertorié à CCR
02472,Mauregny-en-Haye,Pas de sinistre répertorié à CCR
02473,Mayot,Pas de sinistre répertorié à CCR
02474,Mennessis,Pas de sinistre répertorié à CCR
02476,Mennevret,Pas de sinistre répertorié à CCR
02477,Mercin-et-Vaux,Pas de sinistre répertorié à CCR
02478,Merlieux-et-Fouquerolles,Pas de sinistre répertorié à CCR
02480,Mesbrecourt-Richecourt,Pas de sinistre répertorié à CCR
02481,Mesnil-Saint-Laurent,Pas de sinistre répertorié à CCR
02482,Meurival,Pas de sinistre répertorié à CCR
02483,Mézières-sur-Oise,Pas de sinistre répertorié à CCR
02484,Mézy-Moulins,Pas de sinistre répertorié à CCR
02485,Missy-aux-Bois,Pas de sinistre répertorié à CCR
02486,Missy-lès-Pierrepont,Pas de sinistre répertorié à CCR
02487,Missy-sur-Aisne,Pas de sinistre répertorié à CCR
02488,Molain,Pas de sinistre répertorié à CCR
02489,Molinchart,Pas de sinistre répertorié à CCR
02490,Monampteuil,Pas de sinistre répertorié à CCR
02491,Monceau-le-Neuf-et-Faucouzy,Pas de sinistre répertorié à CCR
02492,Monceau-lès-Leups,Pas de sinistre répertorié à CCR
02493,Monceau-le-Waast,Pas de sinistre répertorié à CCR
02494,Monceau-sur-Oise,Pas de sinistre répertorié à CCR
