#-----------------------------------------------------------------------------
# Date d'extraction : 03/05/2026 - 22h46 loc.
#-----------------------------------------------------------------------------
# Producteur : MF_DCSC
# Experience : TRACC2023
# Modele     : WRF381P_NorESM1
#-----------------------------------------------------------------------------
# Niveaux de réchauffement :
#     GWL15 : Niveau de réchauffement Monde 1.5 degrés -> 2030 / France +2°C
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTMm_yr : Température moyenne annuelle (°C)
#     NORTMm_seas_JJA : Température moyenne en été (°C)
#     NORTMm_seas_DJF : Température moyenne en hiver (°C)
#     NORTXm_seas_JJA : Température maximale en été (°C)
#     NORTX35D_yr : Nombre de jours avec Tx >= 35°C (jour(s))
#     NORTX30D_yr : Nombre de jours avec Tx >= 30°C (jour(s))
#     NORTR_yr : Nombre de nuits tropicales (jour(s))
#     NORRR_yr : Cumul de précipitations annuelles (mm)
#     NORRR_seas_JJA : Cumul de précipitations en été (mm)
#     NORRR_seas_DJF : Cumul de précipitations en hiver (mm)
#     NORRRq99_yr : Cumul de précipitations quotidiennes remarquables (percentile 99 du cumul  quotidien) (mm)
#     NORRx1d_yr : Intensité des précipitations extrêmes (max annuel des  précipitations totales) (mm)
#     NORRRq99refD_yr : Fréquence des précipitations quotidienne remarquables (jour(s))
#     NORSWI04_yr : Nombre de jours avec SWI < 0.4 (jour(s))
#     ATMm_yr : Ecart de température moyenne annuelle (°C)
#     ATMm_seas_JJA : Ecart de température moyenne en été (°C)
#     ATMm_seas_DJF : Ecart de température moyenne en hiver (°C)
#     ATXm_seas_JJA : Ecart de température maximale en été (°C)
#     ATX35D_yr : Ecart de nombre de jours avec tx >= 35°c (jour(s))
#     ATX30D_yr : Ecart de nombre de jours avec tx >= 30°c (jour(s))
#     ATR_yr : Ecart de nombre de nuits tropicales (jour(s))
#     ARRq99refD_yr : Ecart de fréquence des précipitations quotidienne remarquables (jour(s))
#     ASWI04_yr : Ecart de nombre de jours avec swi < 0.4 (jour(s))
#     ARRR_yr : Ecart relatif de cumul de précipitations annuelles
#     ARRR_seas_JJA : Ecart relatif de cumul de précipitations en été
#     ARRR_seas_DJF : Ecart relatif de cumul de précipitations en hiver
#     ARRRq99_yr : Ecart relatif de cumul de précipitations quotidiennes remarquables (percentile 99 du cumul  quotidien)
#     ARRx1d_yr : Ecart relatif de intensité des précipitations extrêmes (max annuel des  précipitations totales)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Niveau;NORTMm_yr;NORTMm_seas_JJA;NORTMm_seas_DJF;NORTXm_seas_JJA;NORTX35D_yr;NORTX30D_yr;NORTR_yr;NORRR_yr;NORRR_seas_JJA;NORRR_seas_DJF;NORRRq99_yr;NORRx1d_yr;NORRRq99refD_yr;NORSWI04_yr;ATMm_yr;ATMm_seas_JJA;ATMm_seas_DJF;ATXm_seas_JJA;ATX35D_yr;ATX30D_yr;ATR_yr;ARRq99refD_yr;ASWI04_yr;ARRR_yr;ARRR_seas_JJA;ARRR_seas_DJF;ARRRq99_yr;ARRx1d_yr;
#-----------------------------------------------------------------------------
139;41.3373;9.1495;GWL15;17.58;25.33;11.11;29.52;6.1;40.3;77.1;728;58.78;220.98;27.84;45.66;4.2;170;1.72;1.97;1.86;1.54;3.9;12.1;43.1;0.6;-9;0.05;0.04;-0.02;0.06;-0.05;
281;41.4149;9.0628;GWL15;17.37;25.03;11.17;29.49;6.3;43.5;62.7;724.59;72.23;190.1;26.62;46.28;3.2;170;1.53;1.69;1.93;1.5;4.1;15.1;30.1;-0.5;-9;0.04;0.25;-0.15;0;-0.03;
282;41.4087;9.1577;GWL15;17.16;24.94;10.73;29.33;5.4;44.2;67.9;753.29;71.29;258.52;30.34;50.99;4.9;195;1.64;1.86;1.85;1.69;3.4;18.7;35.8;1.3;-7;0.06;0.24;0.12;0.07;0.14;
283;41.4025;9.2527;GWL15;17.46;25.18;11.1;29.62;6.1;48.5;70.2;728.94;69.34;250.33;29.27;49.88;4.9;204;1.64;1.84;1.88;1.64;3.9;19.9;35.9;1.3;-6;0.06;0.24;0.12;0.06;0.15;
422;41.4985;8.8808;GWL15;17.29;24.97;11.08;29.42;6.3;42.5;62.1;730.39;72.79;191.63;26.81;46.54;3.3;178;1.52;1.7;1.92;1.51;4.1;14.8;29.8;-0.4;-10;0.04;0.25;-0.15;0;-0.03;
423;41.4925;8.9759;GWL15;17.07;24.8;10.81;29.2;6.2;39.8;60.3;747.69;74.33;196.45;27.55;47.36;3.2;180;1.52;1.71;1.89;1.54;4.1;14.7;29.6;-0.3;-9;0.04;0.25;-0.15;0;-0.03;
424;41.4864;9.071;GWL15;17.12;24.84;10.87;29.33;6.4;40.8;60.3;736.73;84.2;225.01;28.43;52.2;3.8;189;1.47;1.66;1.84;1.55;4.3;15;28.1;0.1;-7;0.04;0.42;-0.01;0.02;0.07;
425;41.4802;9.166;GWL15;16.88;24.73;10.37;29.07;4.9;42.5;66.4;775.5;73.44;264.3;31.15;51.93;4.9;184;1.65;1.91;1.82;1.76;3.1;18.4;35.8;1.3;-5;0.05;0.23;0.11;0.07;0.13;
426;41.4739;9.261;GWL15;17.3;25.05;10.9;29.47;5.8;45.9;68.9;741.73;70.44;254.56;29.8;50.43;4.9;186;1.64;1.85;1.86;1.67;3.7;19.3;35.6;1.2;-4;0.06;0.24;0.12;0.07;0.15;
564;41.5759;8.7935;GWL15;16.55;23.83;10.29;27.62;1.7;16.3;52.3;751.91;72.53;180.04;27.17;41.54;3.5;161;1.32;1.49;1.56;1.3;1.3;7.4;26.4;-0.1;-10;0.04;0.2;-0.14;0;-0.08;
565;41.57;8.8888;GWL15;16.22;23.67;9.85;27.41;1.6;17.6;50.8;788.82;76.04;188.27;28.51;43.25;3.6;162;1.36;1.61;1.55;1.4;1.3;7.4;25.9;0;-9;0.04;0.2;-0.14;0;-0.08;
566;41.564;8.984;GWL15;15.98;23.58;9.54;27.35;2.7;20.1;49.1;818.73;78.85;195.25;29.63;44.64;3.6;152;1.42;1.74;1.57;1.54;2.1;8.3;25.7;0;-7;0.04;0.2;-0.14;0;-0.07;
567;41.5579;9.0791;GWL15;14.93;23.1;8.2;26.81;4.2;24.1;45.3;1066.34;117.9;319.36;36.82;61.02;3.8;130;1.53;1.99;1.61;1.91;3.2;10.8;23.1;0.1;9;0.03;0.3;0;0.02;0.03;
568;41.5517;9.1743;GWL15;16.6;24.45;10.24;28.84;5.8;37.5;57.2;778.77;88.54;237.49;29.88;54.29;3.8;182;1.48;1.72;1.79;1.65;3.9;14.8;27.5;0.2;-8;0.04;0.42;-0.01;0.02;0.06;
569;41.5454;9.2694;GWL15;17.25;25.01;10.84;29.42;5.8;45.3;68.4;746.03;70.72;256.08;29.99;50.64;4.9;191;1.64;1.85;1.86;1.67;3.8;19.1;35.7;1.2;-7;0.06;0.24;0.12;0.07;0.14;
707;41.6474;8.8014;GWL15;16.49;23.76;10.29;27.61;1.7;15.2;47.8;754.86;67.2;176.03;29.32;45.03;3.8;159;1.22;1.39;1.51;1.26;1.4;6.4;21.9;0.2;-18;0.05;0.13;-0.15;0.04;0.08;
708;41.6415;8.8967;GWL15;16;23.51;9.64;27.32;2.2;18.2;45.6;810.95;72.15;188.47;31.54;47.84;3.8;150;1.29;1.56;1.51;1.43;1.8;7.6;21.2;0.2;-15;0.05;0.13;-0.15;0.04;0.07;
709;41.6355;8.992;GWL15;15.95;23.57;9.49;27.35;2.9;21.1;49;822.99;79.26;196.23;29.78;44.84;3.6;150;1.43;1.76;1.58;1.56;2.4;8.8;25.7;-0.1;-6;0.04;0.2;-0.14;0;-0.07;
710;41.6294;9.0873;GWL15;15.12;23.26;8.41;27.06;4.3;25.5;46.2;1042.88;115.36;312.28;36.15;60.06;3.8;125;1.5;1.94;1.59;1.87;3.2;11.5;23.5;0.1;8;0.03;0.29;0;0.02;0.03;
711;41.6232;9.1826;GWL15;15.06;23.21;8.34;26.98;4.2;25.1;46;1049.82;116.12;314.2;36.38;60.34;3.8;141;1.51;1.96;1.6;1.88;3;11.4;23.4;0.1;6;0.03;0.29;0;0.02;0.03;
712;41.6169;9.2779;GWL15;17.13;24.87;10.67;29.16;3.2;39.7;72.2;825.32;73.58;284.58;35.31;63.72;4.3;178;1.4;1.56;1.61;1.49;2.2;15.5;32.3;0.7;-2;0.04;0.32;0.1;0.07;0.14;
