#-----------------------------------------------------------------------------
# Date d'extraction : 03/05/2026 - 22h51 loc.
#-----------------------------------------------------------------------------
# Producteur : MF_DCSC
# Experience : TRACC2023
# Modele     : HadREM3-GA7_EC-EARTH
#-----------------------------------------------------------------------------
# Niveaux de réchauffement :
#     GWL20 : Niveau de réchauffement Monde 2.0 degrés -> 2050 / France +2.7°C
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTMm_yr : Température moyenne annuelle (°C)
#     NORTMm_seas_JJA : Température moyenne en été (°C)
#     NORTMm_seas_DJF : Température moyenne en hiver (°C)
#     NORTXm_seas_JJA : Température maximale en été (°C)
#     NORTX35D_yr : Nombre de jours avec Tx >= 35°C (jour(s))
#     NORTX30D_yr : Nombre de jours avec Tx >= 30°C (jour(s))
#     NORTR_yr : Nombre de nuits tropicales (jour(s))
#     NORRR_yr : Cumul de précipitations annuelles (mm)
#     NORRR_seas_JJA : Cumul de précipitations en été (mm)
#     NORRR_seas_DJF : Cumul de précipitations en hiver (mm)
#     NORRRq99_yr : Cumul de précipitations quotidiennes remarquables (percentile 99 du cumul  quotidien) (mm)
#     NORRx1d_yr : Intensité des précipitations extrêmes (max annuel des  précipitations totales) (mm)
#     NORRRq99refD_yr : Fréquence des précipitations quotidienne remarquables (jour(s))
#     NORSWI04_yr : Nombre de jours avec SWI < 0.4 (jour(s))
#     ATMm_yr : Ecart de température moyenne annuelle (°C)
#     ATMm_seas_JJA : Ecart de température moyenne en été (°C)
#     ATMm_seas_DJF : Ecart de température moyenne en hiver (°C)
#     ATXm_seas_JJA : Ecart de température maximale en été (°C)
#     ATX35D_yr : Ecart de nombre de jours avec tx >= 35°c (jour(s))
#     ATX30D_yr : Ecart de nombre de jours avec tx >= 30°c (jour(s))
#     ATR_yr : Ecart de nombre de nuits tropicales (jour(s))
#     ARRq99refD_yr : Ecart de fréquence des précipitations quotidienne remarquables (jour(s))
#     ASWI04_yr : Ecart de nombre de jours avec swi < 0.4 (jour(s))
#     ARRR_yr : Ecart relatif de cumul de précipitations annuelles
#     ARRR_seas_JJA : Ecart relatif de cumul de précipitations en été
#     ARRR_seas_DJF : Ecart relatif de cumul de précipitations en hiver
#     ARRRq99_yr : Ecart relatif de cumul de précipitations quotidiennes remarquables (percentile 99 du cumul  quotidien)
#     ARRx1d_yr : Ecart relatif de intensité des précipitations extrêmes (max annuel des  précipitations totales)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Niveau;NORTMm_yr;NORTMm_seas_JJA;NORTMm_seas_DJF;NORTXm_seas_JJA;NORTX35D_yr;NORTX30D_yr;NORTR_yr;NORRR_yr;NORRR_seas_JJA;NORRR_seas_DJF;NORRRq99_yr;NORRx1d_yr;NORRRq99refD_yr;NORSWI04_yr;ATMm_yr;ATMm_seas_JJA;ATMm_seas_DJF;ATXm_seas_JJA;ATX35D_yr;ATX30D_yr;ATR_yr;ARRq99refD_yr;ASWI04_yr;ARRR_yr;ARRR_seas_JJA;ARRR_seas_DJF;ARRRq99_yr;ARRx1d_yr;
#-----------------------------------------------------------------------------
852;41.707;9.0001;GWL20;16;24.25;9.07;28.62;6.4;38.8;55.5;1065.49;85.24;300.7;40.7;87.41;4.8;140;1.9;2.46;1.81;2.69;5.2;21.6;31.1;1.1;17;0.08;0.02;-0.02;0.15;0.33;
853;41.7009;9.0955;GWL20;15.73;24.28;8.66;28.39;5.8;39;59;1069.92;83.18;295.81;39.9;85.37;3.8;141;2.09;2.92;1.86;3.09;4.8;24.4;36.1;0.1;22;0.04;-0.04;-0.07;0.06;0.25;
854;41.6946;9.1909;GWL20;14.6;23.23;7.63;26.34;2.3;26.1;54.2;1176.72;94.83;307.86;44.35;119.04;3.8;134;2.3;3.14;2.19;3.07;2;19.2;35;0.3;27;-0.01;-0.01;-0.16;0.03;0.16;
855;41.6884;9.2863;GWL20;16.58;25;9.75;29.17;5.8;45.6;73.4;943.37;68.37;238.28;36.81;121.72;3.2;164;2.09;2.67;2.08;2.71;4.8;25.3;39.6;-0.5;14;-0.02;0.05;-0.24;-0.06;0.21;
856;41.682;9.3817;GWL20;17.86;25.75;11.37;30.02;5.3;53.7;86.1;840.14;63.16;190.93;33.86;118.39;3.1;194;1.94;2.26;2.12;2.17;4.3;28;44;-0.6;17;-0.03;0.04;-0.32;-0.03;0.09;
992;41.7963;8.7216;GWL20;16.96;24.35;10.51;28.18;1.9;26.5;64;803.74;62.65;205.18;32.24;59.36;4.8;176;1.77;2;1.87;1.84;1.5;17.6;37.5;1;13;0.08;0.02;-0.06;0.12;0.13;
993;41.7905;8.8171;GWL20;16.14;24.09;9.36;27.91;2.8;32.8;61;909.32;70.15;231.02;36.3;64.02;4.8;148;2;2.58;1.9;2.44;2.2;20.4;39.1;1;15;0.08;0.01;-0.07;0.11;0.12;
994;41.7845;8.9127;GWL20;16.59;24.73;9.74;29.25;7.1;43.8;59.8;1004.52;77.54;289.23;36.06;89.33;4.5;154;1.88;2.4;1.85;2.64;5.9;24;30.7;0.9;21;0.06;-0.02;-0.04;0.09;0.24;
995;41.7785;9.0083;GWL20;14.37;22.85;7.44;26.28;2.5;25.3;47.5;1223.36;94.14;350.87;44.04;98.15;4.4;129;2.11;2.81;2.05;3.06;2.2;18.6;29.3;0.9;26;0.06;-0.03;-0.04;0.09;0.2;
996;41.7724;9.1038;GWL20;13.89;22.58;6.85;25.8;1;20.5;47;1362.52;113.73;392.73;52.33;88.59;4.3;121;2.19;3.08;2.04;3.16;1;16.7;31.8;0.6;25;0.02;-0.06;-0.08;0.11;0.12;
997;41.7661;9.1993;GWL20;13.72;22.27;6.85;25.19;0.4;13.8;46.7;1386.1;121.34;364.78;50.15;132.89;3.6;122;2.28;3.01;2.28;2.91;0.4;10.8;32;0;30;-0.02;-0.01;-0.19;-0.01;0.16;
998;41.7598;9.2948;GWL20;15.51;24.04;8.53;28.15;4.3;37;57;1233.72;107.13;325.24;44.89;124.7;3.8;134;2.18;2.88;2.12;2.91;3.6;23.1;36;0.2;27;-0.01;-0.01;-0.18;0.01;0.17;
999;41.7535;9.3902;GWL20;17.58;25.59;11;29.86;5.5;50.5;84.2;863.84;65.02;196.36;34.59;119.72;3;190;1.96;2.35;2.09;2.28;4.5;26.6;44.8;-0.7;16;-0.03;0.04;-0.32;-0.04;0.09;
1134;41.8737;8.6336;GWL20;17.25;24.52;10.81;28.25;1.7;25.1;66.7;769.72;62.45;207.46;31.08;58.52;4.8;176;1.85;2.02;1.92;1.71;1.2;16.1;40.7;1.2;13;0.07;0.04;0.01;0.13;0.23;
1135;41.8679;8.7294;GWL20;17.21;24.52;10.83;28.37;2.2;28.4;67.2;777.66;60.84;200.69;31.62;63.85;5;163;1.81;2;1.95;1.83;1.9;18.9;40.8;1.3;21;0.05;0.02;-0.08;0.15;-0.02;
1136;41.862;8.8251;GWL20;16.54;24.33;9.84;28.16;2.3;31.8;65.9;861.06;67.11;221.66;34.81;67.66;4.9;159;1.96;2.44;1.91;2.26;1.8;19.5;41.5;1.3;26;0.05;0.02;-0.08;0.14;-0.02;
1137;41.856;8.9207;GWL20;15.58;24;8.64;28.19;6.3;36.4;54.5;1120.19;86.09;321.31;40.33;94.08;4.6;136;2.04;2.72;1.95;3.03;5.3;22.4;30.7;0.9;24;0.06;-0.02;-0.04;0.09;0.22;
1138;41.85;9.0164;GWL20;15.87;24.51;8.76;28.66;6.4;40.8;60.7;1031.77;81.36;296.07;40.46;65.03;4.5;142;2.1;3.03;1.83;3.18;5.3;25.7;37.3;0.9;24;0.03;-0.06;-0.06;0.12;0.07;
1139;41.8439;9.112;GWL20;11.96;20.55;5.14;23.05;0;2.8;33.2;1489.96;125.05;431.52;57.71;98.36;4.3;110;2.18;2.99;2.15;2.95;0;2.4;25.3;0.7;25;0.01;-0.06;-0.09;0.12;0.14;
1140;41.8376;9.2077;GWL20;10.43;18.65;4.01;20.61;0;0.2;17.6;1562.22;130.85;427.09;55.28;133.04;3.1;106;2.22;2.78;2.44;2.62;0;0.2;15;-0.7;32;-0.04;-0.09;-0.18;-0.07;0.21;
1141;41.8313;9.3033;GWL20;15.98;24.59;9.02;28.38;3.3;38.7;70.6;974.23;65.14;258.8;37.31;112.96;2.8;155;2.12;2.82;2.01;2.88;2.7;23.8;40;-0.8;16;-0.02;-0.06;-0.2;-0.08;0.23;
1142;41.8249;9.3988;GWL20;17.53;25.36;11.01;28.97;1.2;34.5;88.3;883.58;67.68;164.82;39.07;167.89;3;179;1.78;1.95;2.03;1.88;1;20.6;40.1;-0.5;7;0.01;-0.02;-0.36;-0.03;0.39;
1276;41.9509;8.5455;GWL20;17.25;24.52;10.81;28.25;1.7;25.1;66.7;769.72;62.45;207.46;31.08;58.52;4.8;173;1.85;2.02;1.92;1.71;1.2;16.1;40.7;1.2;15;0.07;0.04;0.01;0.13;0.23;
1277;41.9452;8.6413;GWL20;16.78;24.35;10.13;28.01;1.5;26.1;66;825.09;66.8;221.45;33.21;61.14;4.8;161;1.93;2.28;1.87;1.94;1.1;16.1;41.4;1.1;14;0.07;0.04;0;0.12;0.22;
1278;41.9394;8.7372;GWL20;16.77;24.34;10.2;28.12;1.7;29.1;66.2;827.94;64.57;213.36;33.54;66.16;4.9;157;1.87;2.21;1.89;2.02;1.4;19.2;40.5;1.3;17;0.05;0.02;-0.08;0.14;-0.02;
1279;41.9335;8.833;GWL20;16.83;24.36;10.28;28.14;1.7;28.4;66.3;820.36;64;211.48;33.23;65.82;5;162;1.85;2.17;1.89;1.98;1.4;18.9;40.5;1.3;17;0.05;0.02;-0.08;0.14;-0.02;
1280;41.9276;8.9288;GWL20;15.63;23.73;8.84;27.78;4.2;32.8;50.5;954.94;68.44;263.48;36.85;85.16;4.7;150;1.95;2.63;1.84;2.93;3.7;22.5;29.2;1;21;0.06;-0.03;0;0.11;0.12;
1281;41.9215;9.0246;GWL20;13.54;22.24;6.46;25.23;0.8;16.5;45;1231.2;96.05;359.93;46.45;76.11;4.4;120;2.23;3.14;1.98;3.25;0.8;13.8;30.7;0.7;18;0.03;-0.06;-0.04;0.08;0.09;
1282;41.9154;9.1203;GWL20;14.05;22.68;6.95;26.14;1;23.6;45.8;1359.39;111.32;403.88;51.35;89.41;4.3;115;2.16;2.98;1.95;3.16;0.9;18.8;30.7;0.8;19;0.03;-0.06;-0.05;0.11;0.13;
1283;41.9091;9.216;GWL20;11.24;19.42;4.7;22.31;0;0.9;12.7;1148.72;110.1;306.69;40.42;93.7;3.4;120;2.11;2.67;2.23;2.66;0;0.8;10.7;-0.3;29;-0.03;-0.03;-0.15;-0.06;0.17;
1284;41.9028;9.3118;GWL20;15.89;24.21;9.12;28.21;1.6;34.2;62.5;1001.06;75.81;194.11;50.26;171.52;3.1;148;2.07;2.49;2.25;2.71;1.1;22;34.9;-0.6;24;-0.01;-0.07;-0.35;0.09;0.35;
1285;41.8964;9.4075;GWL20;17.84;25.58;11.39;29.05;1.2;34.5;92.9;863.98;65.9;161.08;38.09;166.02;3;186;1.75;1.88;2.04;1.8;1;20.8;39.7;-0.5;2;0.01;-0.02;-0.36;-0.04;0.39;
1420;42.0168;8.649;GWL20;17.02;24.35;10.65;28.25;1.8;26.5;64.6;806.26;59.91;216.74;32.24;71.67;4.2;161;1.72;1.92;1.89;1.81;1.4;17.2;37.8;0.6;19;0.07;0.02;-0.03;0.14;0.09;
1421;42.011;8.745;GWL20;16.43;24.2;9.78;28.13;2.2;32.1;62.6;883.82;65.44;237.33;34.96;74.93;4.2;155;1.87;2.33;1.87;2.25;1.7;19.6;38.6;0.5;18;0.07;0.01;-0.03;0.12;0.08;
1422;42.0051;8.8409;GWL20;16.27;24.21;9.58;28.47;3.8;37.8;54.7;919.04;66.81;256.74;34.45;89.53;4.5;156;1.88;2.46;1.86;2.68;3.3;24;30.3;0.8;11;0.09;-0.01;0.03;0.08;0.23;
1423;41.9991;8.9368;GWL20;14.72;23.3;7.77;27;4.2;30;50.3;1215.51;91.68;363.4;43.39;100.27;4.8;130;2.1;2.9;2.01;3.23;3.7;21.8;29.9;1.2;25;0.07;-0.04;0.02;0.09;0.2;
1424;41.993;9.0327;GWL20;13.64;22.39;6.57;25.4;1.2;17.6;45.8;1240.59;88.77;362.43;46.66;80;4.3;127;2.28;3.25;2.05;3.35;1.2;14.8;31.8;0.8;25;0.03;-0.14;-0.03;0.09;0.12;
1425;41.9869;9.1286;GWL20;10.97;19.32;4.29;21.73;0;0.8;22.4;1556.23;129.35;465.66;59.4;103.9;4.3;103;2.14;2.8;2.14;2.82;0;0.8;19.3;0.6;24;0.01;-0.07;-0.08;0.12;0.13;
1426;41.9806;9.2245;GWL20;11.56;19.78;4.96;22.8;0;1.4;15.1;1132.4;108.25;303.54;39.65;92.58;3.4;122;2.12;2.7;2.21;2.7;0;1.2;12.8;-0.2;29;-0.03;-0.03;-0.15;-0.07;0.18;
1427;41.9743;9.3203;GWL20;16.09;24.36;9.34;28.45;1.6;36.2;63.8;982.17;74.28;190.66;49.42;169.69;3.2;153;2.03;2.41;2.22;2.62;1.1;22.8;35.2;-0.5;24;-0.01;-0.07;-0.35;0.09;0.35;
1428;41.9679;9.4161;GWL20;17.92;25.59;11.56;29.14;1.2;36.5;91.8;846.04;63.16;163.29;42.34;157.1;3.2;193;1.77;1.84;2.14;1.85;1;22.6;37.5;-0.5;12;0.01;-0.07;-0.34;0.1;0.37;
1562;42.0941;8.5607;GWL20;17.23;24.54;10.84;28.39;2.2;27.8;66.9;780.49;61.08;211.88;32.46;64.57;4.5;163;1.83;2.03;1.96;1.84;1.9;18.1;40.2;0.9;18;0.06;0.04;-0.02;0.15;0.1;
1563;42.0883;8.6568;GWL20;17.04;24.34;10.72;28.4;1.9;29.1;59.1;809.6;56.77;223.25;31.32;77.32;4.3;163;1.66;1.83;1.87;1.87;1.4;19.8;31.8;0.7;18;0.09;-0.04;0;0.1;0.17;
1564;42.0825;8.7528;GWL20;16.63;24.16;10.13;28.17;1.5;29.5;58;856.95;60;236.03;33.09;79.56;4.3;167;1.71;2.01;1.81;2.06;1.2;19.4;32.2;0.8;10;0.09;-0.04;0;0.09;0.16;
