#-----------------------------------------------------------------------------
# Date d'extraction : 03/05/2026 - 22h39 loc.
#-----------------------------------------------------------------------------
# Producteur : MF_DCSC
# Experience : TRACC2023
# Modele     : REMO2009_MPI-ESM
#-----------------------------------------------------------------------------
# Niveaux de réchauffement :
#     GWL30 : Niveau de réchauffement Monde 3.0 degrés -> 2100 / France +4°C
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTMm_yr : Température moyenne annuelle (°C)
#     NORTMm_seas_JJA : Température moyenne en été (°C)
#     NORTMm_seas_DJF : Température moyenne en hiver (°C)
#     NORTXm_seas_JJA : Température maximale en été (°C)
#     NORTX35D_yr : Nombre de jours avec Tx >= 35°C (jour(s))
#     NORTX30D_yr : Nombre de jours avec Tx >= 30°C (jour(s))
#     NORTR_yr : Nombre de nuits tropicales (jour(s))
#     NORRR_yr : Cumul de précipitations annuelles (mm)
#     NORRR_seas_JJA : Cumul de précipitations en été (mm)
#     NORRR_seas_DJF : Cumul de précipitations en hiver (mm)
#     NORRRq99_yr : Cumul de précipitations quotidiennes remarquables (percentile 99 du cumul  quotidien) (mm)
#     NORRx1d_yr : Intensité des précipitations extrêmes (max annuel des  précipitations totales) (mm)
#     NORRRq99refD_yr : Fréquence des précipitations quotidienne remarquables (jour(s))
#     NORIFM40_yr : Indicateur feux météo nombre de jours supérieurs à 40 (jour(s))
#     NORSWI04_yr : Nombre de jours avec SWI < 0.4 (jour(s))
#     ATMm_yr : Ecart de température moyenne annuelle (°C)
#     ATMm_seas_JJA : Ecart de température moyenne en été (°C)
#     ATMm_seas_DJF : Ecart de température moyenne en hiver (°C)
#     ATXm_seas_JJA : Ecart de température maximale en été (°C)
#     ATX35D_yr : Ecart de nombre de jours avec tx >= 35°c (jour(s))
#     ATX30D_yr : Ecart de nombre de jours avec tx >= 30°c (jour(s))
#     ATR_yr : Ecart de nombre de nuits tropicales (jour(s))
#     ARRq99refD_yr : Ecart de fréquence des précipitations quotidienne remarquables (jour(s))
#     AIFM40_yr : Ecart de indicateur feux météo nombre de jours supérieurs à 40 (jour(s))
#     ASWI04_yr : Ecart de nombre de jours avec swi < 0.4 (jour(s))
#     ARRR_yr : Ecart relatif de cumul de précipitations annuelles
#     ARRR_seas_JJA : Ecart relatif de cumul de précipitations en été
#     ARRR_seas_DJF : Ecart relatif de cumul de précipitations en hiver
#     ARRRq99_yr : Ecart relatif de cumul de précipitations quotidiennes remarquables (percentile 99 du cumul  quotidien)
#     ARRx1d_yr : Ecart relatif de intensité des précipitations extrêmes (max annuel des  précipitations totales)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Niveau;NORTMm_yr;NORTMm_seas_JJA;NORTMm_seas_DJF;NORTXm_seas_JJA;NORTX35D_yr;NORTX30D_yr;NORTR_yr;NORRR_yr;NORRR_seas_JJA;NORRR_seas_DJF;NORRRq99_yr;NORRx1d_yr;NORRRq99refD_yr;NORIFM40_yr;NORSWI04_yr;ATMm_yr;ATMm_seas_JJA;ATMm_seas_DJF;ATXm_seas_JJA;ATX35D_yr;ATX30D_yr;ATR_yr;ARRq99refD_yr;AIFM40_yr;ASWI04_yr;ARRR_yr;ARRR_seas_JJA;ARRR_seas_DJF;ARRRq99_yr;ARRx1d_yr;
#-----------------------------------------------------------------------------
139;41.3373;9.1495;GWL30;19.86;28.11;13.3;32.6;34;81.1;111.1;632.92;42.98;220.86;27.71;62.65;4.2;62;200;4.01;4.77;3.99;4.63;31.9;53;78.3;0.4;27;27;-0.12;-0.27;-0.05;0;0.04;
281;41.4149;9.0628;GWL30;19.85;28.11;13.29;32.6;34;80.9;111.1;633.28;43.01;221.01;27.72;62.67;4.2;62;200;4.01;4.77;3.99;4.63;31.9;52.8;78.4;0.4;27;27;-0.12;-0.27;-0.05;0;0.04;
282;41.4087;9.1577;GWL30;19.51;27.88;12.86;32.36;31.7;77;109.1;655.85;44.59;229.07;28.74;63.94;4.1;57;208;4;4.82;3.93;4.77;29.7;52.7;77.7;0.4;28;23;-0.12;-0.26;-0.05;0;0.04;
283;41.4025;9.2527;GWL30;20.04;28.49;13.29;33.05;38;86.4;113.7;591.93;40.28;225.83;24.54;58.89;2.5;65;239;4.23;5.19;4.01;5.13;35.7;58.6;80.2;-1.2;29;42;-0.17;-0.28;-0.01;-0.1;0.01;
422;41.4985;8.8808;GWL30;19.96;28.44;13.23;33.23;39.2;86;110.8;706.01;44.71;247.64;33.09;84.9;4.7;67;206;4.18;5.14;4.01;5.32;37;58.6;78;1;31;16;-0.03;-0.31;0.02;0.16;0.39;
423;41.4925;8.9759;GWL30;19.73;28.28;12.94;33.06;37.8;82.5;109.2;721.94;45.54;253.67;33.71;85.68;4.6;64;207;4.17;5.17;3.97;5.4;35.8;57.8;77.3;1.1;32;14;-0.03;-0.31;0.02;0.15;0.39;
424;41.4864;9.071;GWL30;19.65;27.96;13.04;32.45;32.7;78.2;109.4;646.2;43.94;225.61;28.2;63.39;4.1;59;208;3.99;4.78;3.95;4.7;30.6;52.5;77.4;0.4;27;25;-0.12;-0.26;-0.05;0;0.04;
425;41.4802;9.166;GWL30;19.24;27.72;12.49;32.17;30.9;74.8;108.1;676.61;46.08;236.56;29.59;65.1;4.1;52;201;4.03;4.92;3.89;4.92;29.1;52.3;78.3;0.4;26;25;-0.12;-0.26;-0.05;0;0.03;
426;41.4739;9.261;GWL30;19.87;28.37;13.08;32.93;36.8;84.4;112.7;601.9;41.01;229.58;25;59.49;2.5;63;228;4.22;5.2;3.98;5.19;34.6;58.7;80.1;-1.2;29;49;-0.17;-0.28;-0.01;-0.09;0.01;
564;41.5759;8.7935;GWL30;18.86;26.74;12.19;30.74;19.5;60;98.2;742.51;45.89;245.65;34.66;81.29;4.8;28;189;3.63;4.38;3.41;4.41;19.2;51.1;72.4;1.2;19;24;-0.02;-0.31;0.08;0.25;0.36;
565;41.57;8.8888;GWL30;18.61;26.78;11.73;30.7;19.1;62.1;98.3;775.8;47.54;256.89;36.24;82.88;4.9;28;188;3.75;4.7;3.38;4.68;18.9;52.1;73.8;1.3;20;24;-0.02;-0.32;0.08;0.25;0.34;
566;41.564;8.984;GWL30;18.5;26.97;11.44;30.95;22.9;66;99.4;802.62;48.91;266.21;37.27;84.19;5;30;182;3.93;5.1;3.43;5.12;22.5;53.8;75.8;1.4;22;28;-0.03;-0.32;0.08;0.24;0.34;
567;41.5579;9.0791;GWL30;17.61;27;10.11;30.92;27.5;64.4;97.1;975.02;54.68;358.99;38.67;82.39;4.8;30;166;4.22;5.88;3.48;6.04;26.4;51.6;74.7;1.2;23;52;-0.09;-0.41;0.05;0.07;0.13;
